Resource Id,Resource Name,Building Id,Resource Category,Resource Type,Floor Name,Capacity,Floor Section,User Visible Description,Description
 44818662407,Bella Retro LLC,Bella-Retro-Home-Furniture,CONFERENCE_ROOM,,3343,2,,Furniture Store,
